id,sieve_set_id,screen,start_weight,sort_order,is_active,create_date,create_user_id,edit_date,edit_user_id
BBBBB,24,70,NULL,228,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,24,PAN,NULL,229,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,25,30,NULL,230,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,25,40,NULL,231,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,25,50,NULL,232,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,25,70,NULL,233,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,25,PAN,NULL,234,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,26,30,NULL,235,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,26,40,NULL,236,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,26,50,NULL,237,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,26,70,NULL,238,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,26,PAN,NULL,239,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,27,30,NULL,240,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,27,40,NULL,241,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,27,50,NULL,242,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,27,70,NULL,243,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,27,PAN,NULL,244,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,28,30,NULL,245,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,28,40,NULL,246,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,28,50,NULL,247,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,28,70,NULL,248,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,28,PAN,NULL,249,1,2014-05-19 15:03:00,20,NULL,NULL
BBBBB,29,16,318.5,250,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,20,300.5,251,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,25,305.6,252,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,30,290.6,253,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,35,271.8,254,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,40,271.1,255,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,50,257.6,256,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,29,PAN,280.6,257,1,2014-05-19 14:51:00,20,2014-07-11 10:56:24,319
BBBBB,30,30,290.7,258,1,2014-09-29 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,40,257.4,259,1,2014-09-30 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,45,254.5,260,1,2014-10-01 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,50,253.2,261,1,2014-10-02 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,60,244.1,262,1,2014-10-03 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,70,246.1,263,1,2014-10-04 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,80,237.7,264,1,2014-10-05 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,100,234.9,265,1,2014-10-06 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,30,PAN,364.6,266,1,2014-10-07 11:07:00,20,2016-12-23 20:02:57,96
BBBBB,31,30,287.4,267,1,2014-10-08 11:07:00,20,2016-12-28 12:07:41,28
